W	geometry	LX	U	r	i	j	prior	x	y	G
1	cylinder	64	4.0	3	29	32	UHF-sym	-0.1505768218	-0.1995974517	2.51294505e+00
1	cylinder	64	4.0	3	30	33	UHF-sym	-0.1101232596	-0.1995974517	1.21556870e+00
1	cylinder	64	4.0	3	31	34	UHF-sym	-0.1505213420	-0.1995974517	2.51065719e+00
1	cylinder	64	4.0	3	32	35	UHF-sym	-0.1101232596	-0.1995974517	1.21556870e+00
1	cylinder	64	4.0	3	33	36	UHF-sym	-0.1505768218	-0.1995974517	2.51294505e+00
1	cylinder	64	4.0	3	34	37	UHF-sym	-0.1100102300	-0.1995974517	1.21298015e+00
1	cylinder	64	4.0	3	35	38	UHF-sym	-0.1507452732	-0.1995974517	2.51989919e+00
1	cylinder	64	4.0	3	36	39	UHF-sym	-0.1097799640	-0.1995974517	1.20772299e+00
1	cylinder	64	4.0	3	37	40	UHF-sym	-0.1510329353	-0.1995974517	2.53180087e+00
1	cylinder	64	4.0	3	38	41	UHF-sym	-0.1094236084	-0.1995974517	1.19963007e+00
1	cylinder	64	4.0	3	39	42	UHF-sym	-0.1514509239	-0.1995974517	2.54915314e+00
1	cylinder	64	4.0	3	40	43	UHF-sym	-0.1089266927	-0.1995974517	1.18843176e+00
1	cylinder	64	4.0	3	41	44	UHF-sym	-0.1520164658	-0.1995974517	2.57274006e+00
1	cylinder	64	4.0	3	42	45	UHF-sym	-0.1082674059	-0.1995974517	1.17372941e+00
1	cylinder	64	4.0	3	43	46	UHF-sym	-0.1527550037	-0.1995974517	2.60372835e+00
1	cylinder	64	4.0	3	44	47	UHF-sym	-0.1074136926	-0.1995974517	1.15495202e+00
1	cylinder	64	4.0	3	45	48	UHF-sym	-0.1537037255	-0.1995974517	2.64383909e+00
1	cylinder	64	4.0	3	17	20	RHF	-0.1537037255	-0.0538818772	1.65209224e+00
1	cylinder	64	4.0	3	18	21	RHF	-0.1074136926	-0.0373943421	1.41409406e+00
1	cylinder	64	4.0	3	19	22	RHF	-0.1527550037	-0.0532616722	1.64324914e+00
1	cylinder	64	4.0	3	20	23	RHF	-0.1082674059	-0.0378475190	1.42065267e+00
1	cylinder	64	4.0	3	21	24	RHF	-0.1520164658	-0.0527930540	1.63659821e+00
1	cylinder	64	4.0	3	22	25	RHF	-0.1089266927	-0.0381921650	1.42566359e+00
1	cylinder	64	4.0	3	23	26	RHF	-0.1514509239	-0.0524426124	1.63164170e+00
1	cylinder	64	4.0	3	24	27	RHF	-0.1094236084	-0.0384487179	1.42940665e+00
1	cylinder	64	4.0	3	25	28	RHF	-0.1510329353	-0.0521882948	1.62805388e+00
1	cylinder	64	4.0	3	26	29	RHF	-0.1097799640	-0.0386309411	1.43207200e+00
1	cylinder	64	4.0	3	27	30	RHF	-0.1507452732	-0.0520155909	1.62562181e+00
1	cylinder	64	4.0	3	28	31	RHF	-0.1100102300	-0.0387478873	1.43378551e+00
1	cylinder	64	4.0	3	29	32	RHF	-0.1505768218	-0.0519153359	1.62421160e+00
1	cylinder	64	4.0	3	30	33	RHF	-0.1101232596	-0.0388050584	1.43462403e+00
1	cylinder	64	4.0	3	31	34	RHF	-0.1505213420	-0.0518824589	1.62374940e+00
1	cylinder	64	4.0	3	32	35	RHF	-0.1101232596	-0.0388050584	1.43462403e+00
1	cylinder	64	4.0	3	33	36	RHF	-0.1505768218	-0.0519153359	1.62421160e+00
1	cylinder	64	4.0	3	34	37	RHF	-0.1100102300	-0.0387478873	1.43378551e+00
1	cylinder	64	4.0	3	35	38	RHF	-0.1507452732	-0.0520155909	1.62562181e+00
1	cylinder	64	4.0	3	36	39	RHF	-0.1097799640	-0.0386309411	1.43207200e+00
1	cylinder	64	4.0	3	37	40	RHF	-0.1510329353	-0.0521882948	1.62805388e+00
1	cylinder	64	4.0	3	38	41	RHF	-0.1094236084	-0.0384487179	1.42940665e+00
1	cylinder	64	4.0	3	39	42	RHF	-0.1514509239	-0.0524426124	1.63164170e+00
1	cylinder	64	4.0	3	40	43	RHF	-0.1089266927	-0.0381921650	1.42566359e+00
1	cylinder	64	4.0	3	41	44	RHF	-0.1520164658	-0.0527930540	1.63659821e+00
1	cylinder	64	4.0	3	42	45	RHF	-0.1082674059	-0.0378475190	1.42065267e+00
1	cylinder	64	4.0	3	43	46	RHF	-0.1527550037	-0.0532616722	1.64324914e+00
1	cylinder	64	4.0	3	44	47	RHF	-0.1074136926	-0.0373943421	1.41409406e+00
1	cylinder	64	4.0	3	45	48	RHF	-0.1537037255	-0.0538818772	1.65209224e+00
1	cylinder	64	4.0	3	17	20	chi4	-0.1537037255	-0.2682256744	1.43609036e+00
1	cylinder	64	4.0	3	18	21	chi4	-0.1074136926	-0.0659371020	1.76456426e+00
1	cylinder	64	4.0	3	19	22	chi4	-0.1527550037	-0.2686483432	1.40554172e+00
1	cylinder	64	4.0	3	20	23	chi4	-0.1082674059	-0.0663046047	1.77342572e+00
1	cylinder	64	4.0	3	21	24	chi4	-0.1520164658	-0.2689853558	1.38210855e+00
1	cylinder	64	4.0	3	22	25	chi4	-0.1089266927	-0.0666061813	1.78047370e+00
1	cylinder	64	4.0	3	23	26	chi4	-0.1514509239	-0.2692570903	1.36425410e+00
1	cylinder	64	4.0	3	24	27	chi4	-0.1094236084	-0.0668550046	1.78603994e+00
1	cylinder	64	4.0	3	25	28	chi4	-0.1510329353	-0.2694774168	1.35095862e+00
1	cylinder	64	4.0	3	26	29	chi4	-0.1097799640	-0.0670601196	1.79034979e+00
1	cylinder	64	4.0	3	27	30	chi4	-0.1507452732	-0.2696559063	1.34154401e+00
1	cylinder	64	4.0	3	28	31	chi4	-0.1100102300	-0.0672276982	1.79355309e+00
1	cylinder	64	4.0	3	29	32	chi4	-0.1505768218	-0.2697991488	1.33557276e+00
1	cylinder	64	4.0	3	30	33	chi4	-0.1101232596	-0.0673617800	1.79574235e+00
1	cylinder	64	4.0	3	31	34	chi4	-0.1505213420	-0.2699115445	1.33278980e+00
1	cylinder	64	4.0	3	32	35	chi4	-0.1101232596	-0.0674646929	1.79696293e+00
1	cylinder	64	4.0	3	33	36	chi4	-0.1505768218	-0.2699957637	1.33309152e+00
1	cylinder	64	4.0	3	34	37	chi4	-0.1100102300	-0.0675372489	1.79721729e+00
1	cylinder	64	4.0	3	35	38	chi4	-0.1507452732	-0.2700529774	1.33651418e+00
1	cylinder	64	4.0	3	36	39	chi4	-0.1097799640	-0.0675787544	1.79646458e+00
1	cylinder	64	4.0	3	37	40	chi4	-0.1510329353	-0.2700828907	1.34323943e+00
1	cylinder	64	4.0	3	38	41	chi4	-0.1094236084	-0.0675868294	1.79461502e+00
1	cylinder	64	4.0	3	39	42	chi4	-0.1514509239	-0.2700835869	1.35361816e+00
1	cylinder	64	4.0	3	40	43	chi4	-0.1089266927	-0.0675569805	1.79151807e+00
1	cylinder	64	4.0	3	41	44	chi4	-0.1520164658	-0.2700511199	1.36821890e+00
1	cylinder	64	4.0	3	42	45	chi4	-0.1082674059	-0.0674818036	1.78694138e+00
1	cylinder	64	4.0	3	43	46	chi4	-0.1527550037	-0.2699787382	1.38791410e+00
1	cylinder	64	4.0	3	44	47	chi4	-0.1074136926	-0.0673495515	1.78053466e+00
1	cylinder	64	4.0	3	45	48	chi4	-0.1537037255	-0.2698554789	1.41403142e+00
1	cylinder	64	4.0	3	17	20	chi8	-0.1537037255	-0.1455573872	3.13187589e+00
1	cylinder	64	4.0	3	18	21	chi8	-0.1074136926	-0.0547547846	1.63086726e+00
1	cylinder	64	4.0	3	19	22	chi8	-0.1527550037	-0.1440253641	3.10217997e+00
1	cylinder	64	4.0	3	20	23	chi8	-0.1082674059	-0.0550346235	1.63705506e+00
1	cylinder	64	4.0	3	21	24	chi8	-0.1520164658	-0.1427672959	3.07876046e+00
1	cylinder	64	4.0	3	22	25	chi8	-0.1089266927	-0.0552630423	1.64197204e+00
1	cylinder	64	4.0	3	23	26	chi8	-0.1514509239	-0.1417343908	3.06045628e+00
1	cylinder	64	4.0	3	24	27	chi8	-0.1094236084	-0.0554489743	1.64584431e+00
1	cylinder	64	4.0	3	25	28	chi8	-0.1510329353	-0.1408933828	3.04648104e+00
1	cylinder	64	4.0	3	26	29	chi8	-0.1097799640	-0.0555983881	1.64882256e+00
1	cylinder	64	4.0	3	27	30	chi8	-0.1507452732	-0.1402220217	3.03630893e+00
1	cylinder	64	4.0	3	28	31	chi8	-0.1100102300	-0.0557151455	1.65100419e+00
1	cylinder	64	4.0	3	29	32	chi8	-0.1505768218	-0.1397064063	3.02960765e+00
1	cylinder	64	4.0	3	30	33	chi8	-0.1101232596	-0.0558014952	1.65244608e+00
1	cylinder	64	4.0	3	31	34	chi8	-0.1505213420	-0.1393394669	3.02619989e+00
1	cylinder	64	4.0	3	32	35	chi8	-0.1101232596	-0.0558583397	1.65317162e+00
1	cylinder	64	4.0	3	33	36	chi8	-0.1505768218	-0.1391202423	3.02604404e+00
1	cylinder	64	4.0	3	34	37	chi8	-0.1100102300	-0.0558853409	1.65317356e+00
1	cylinder	64	4.0	3	35	38	chi8	-0.1507452732	-0.1390537939	3.02922982e+00
1	cylinder	64	4.0	3	36	39	chi8	-0.1097799640	-0.0558808918	1.65241354e+00
1	cylinder	64	4.0	3	37	40	chi8	-0.1510329353	-0.1391517211	3.03598749e+00
1	cylinder	64	4.0	3	38	41	chi8	-0.1094236084	-0.0558419503	1.65081810e+00
1	cylinder	64	4.0	3	39	42	chi8	-0.1514509239	-0.1394333735	3.04671259e+00
1	cylinder	64	4.0	3	40	43	chi8	-0.1089266927	-0.0557637026	1.64827055e+00
1	cylinder	64	4.0	3	41	44	chi8	-0.1520164658	-0.1399279864	3.06201104e+00
1	cylinder	64	4.0	3	42	45	chi8	-0.1082674059	-0.0556389812	1.64459657e+00
1	cylinder	64	4.0	3	43	46	chi8	-0.1527550037	-0.1406781933	3.08277481e+00
1	cylinder	64	4.0	3	44	47	chi8	-0.1074136926	-0.0554572869	1.63954016e+00
1	cylinder	64	4.0	3	45	48	chi8	-0.1537037255	-0.1417457492	3.11030744e+00
1	cylinder	64	4.0	4	17	21	UHF	0.0809192352	0.5910116917	6.53138374e-02
1	cylinder	64	4.0	4	18	22	UHF	0.0797094306	0.5910116916	6.43124255e-02
1	cylinder	64	4.0	4	19	23	UHF	0.0808064173	0.5910116917	6.52196452e-02
1	cylinder	64	4.0	4	20	24	UHF	0.0798641333	0.5910116917	6.44394186e-02
1	cylinder	64	4.0	4	21	25	UHF	0.0807110816	0.5910116917	6.51401790e-02
1	cylinder	64	4.0	4	22	26	UHF	0.0799892497	0.5910116917	6.45423516e-02
1	cylinder	64	4.0	4	23	27	UHF	0.0806274964	0.5910116917	6.50706051e-02
1	cylinder	64	4.0	4	24	28	UHF	0.0800938547	0.5910116917	6.46285661e-02
1	cylinder	64	4.0	4	25	29	UHF	0.0805515067	0.5910116917	6.50074327e-02
1	cylinder	64	4.0	4	26	30	UHF	0.0801841856	0.5910116917	6.47031304e-02
1	cylinder	64	4.0	4	27	31	UHF	0.0804798818	0.5910116917	6.49479580e-02
1	cylinder	64	4.0	4	28	32	UHF	0.0802647590	0.5910116916	6.47697298e-02
1	cylinder	64	4.0	4	29	33	UHF	0.0804098991	0.5910116917	6.48899114e-02
1	cylinder	64	4.0	4	30	34	UHF	0.0803390442	0.5910116917	6.48312065e-02
1	cylinder	64	4.0	4	31	35	UHF	0.0803390442	0.5910116917	6.48312065e-02
1	cylinder	64	4.0	4	32	36	UHF	0.0804098991	0.5910116916	6.48899114e-02
1	cylinder	64	4.0	4	33	37	UHF	0.0802647590	0.5910116916	6.47697298e-02
1	cylinder	64	4.0	4	34	38	UHF	0.0804798818	0.5910116917	6.49479580e-02
1	cylinder	64	4.0	4	35	39	UHF	0.0801841856	0.5910116917	6.47031303e-02
1	cylinder	64	4.0	4	36	40	UHF	0.0805515067	0.5910116917	6.50074327e-02
1	cylinder	64	4.0	4	37	41	UHF	0.0800938547	0.5910116917	6.46285661e-02
1	cylinder	64	4.0	4	38	42	UHF	0.0806274964	0.5910116917	6.50706051e-02
1	cylinder	64	4.0	4	39	43	UHF	0.0799892497	0.5910116917	6.45423516e-02
1	cylinder	64	4.0	4	40	44	UHF	0.0807110816	0.5910116916	6.51401790e-02
1	cylinder	64	4.0	4	41	45	UHF	0.0798641333	0.5910116916	6.44394186e-02
1	cylinder	64	4.0	4	42	46	UHF	0.0808064173	0.5910116916	6.52196452e-02
1	cylinder	64	4.0	4	43	47	UHF	0.0797094306	0.5910116916	6.43124255e-02
1	cylinder	64	4.0	4	44	48	UHF	0.0809192352	0.5910116916	6.53138374e-02
1	cylinder	64	4.0	4	17	21	UHF-sym	0.0809192352	0.1970038973	7.18978969e-01
1	cylinder	64	4.0	4	18	22	UHF-sym	0.0797094306	0.1970038973	7.03070021e-01
1	cylinder	64	4.0	4	19	23	UHF-sym	0.0808064173	0.1970038973	7.17478501e-01
1	cylinder	64	4.0	4	20	24	UHF-sym	0.0798641333	0.1970038973	7.05082179e-01
1	cylinder	64	4.0	4	21	25	UHF-sym	0.0807110816	0.1970038973	7.16213272e-01
1	cylinder	64	4.0	4	22	26	UHF-sym	0.0799892497	0.1970038973	7.06714252e-01
1	cylinder	64	4.0	4	23	27	UHF-sym	0.0806274964	0.1970038973	7.15106039e-01
1	cylinder	64	4.0	4	24	28	UHF-sym	0.0800938547	0.1970038973	7.08082022e-01
1	cylinder	64	4.0	4	25	29	UHF-sym	0.0805515067	0.1970038973	7.14101083e-01
1	cylinder	64	4.0	4	26	30	UHF-sym	0.0801841856	0.1970038973	7.09265540e-01
1	cylinder	64	4.0	4	27	31	UHF-sym	0.0804798818	0.1970038973	7.13155298e-01
1	cylinder	64	4.0	4	28	32	UHF-sym	0.0802647590	0.1970038973	7.10323087e-01
1	cylinder	64	4.0	4	29	33	UHF-sym	0.0804098991	0.1970038973	7.12232551e-01
1	cylinder	64	4.0	4	30	34	UHF-sym	0.0803390442	0.1970038973	7.11299666e-01
1	cylinder	64	4.0	4	31	35	UHF-sym	0.0803390442	0.1970038973	7.11299666e-01
1	cylinder	64	4.0	4	32	36	UHF-sym	0.0804098991	0.1970038973	7.12232551e-01
1	cylinder	64	4.0	4	33	37	UHF-sym	0.0802647590	0.1970038973	7.10323087e-01
1	cylinder	64	4.0	4	34	38	UHF-sym	0.0804798818	0.1970038973	7.13155298e-01
1	cylinder	64	4.0	4	35	39	UHF-sym	0.0801841856	0.1970038973	7.09265540e-01
1	cylinder	64	4.0	4	36	40	UHF-sym	0.0805515067	0.1970038973	7.14101083e-01
1	cylinder	64	4.0	4	37	41	UHF-sym	0.0800938547	0.1970038973	7.08082022e-01
1	cylinder	64	4.0	4	38	42	UHF-sym	0.0806274964	0.1970038973	7.15106039e-01
1	cylinder	64	4.0	4	39	43	UHF-sym	0.0799892497	0.1970038973	7.06714252e-01
1	cylinder	64	4.0	4	40	44	UHF-sym	0.0807110816	0.1970038973	7.16213272e-01
1	cylinder	64	4.0	4	41	45	UHF-sym	0.0798641333	0.1970038973	7.05082179e-01
1	cylinder	64	4.0	4	42	46	UHF-sym	0.0808064173	0.1970038973	7.17478501e-01
1	cylinder	64	4.0	4	43	47	UHF-sym	0.0797094306	0.1970038973	7.03070021e-01
1	cylinder	64	4.0	4	44	48	UHF-sym	0.0809192352	0.1970038973	7.18978969e-01
1	cylinder	64	4.0	4	17	21	RHF	0.0809192352	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	18	22	RHF	0.0797094306	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	19	23	RHF	0.0808064173	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	20	24	RHF	0.0798641333	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	21	25	RHF	0.0807110816	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	22	26	RHF	0.0799892497	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	23	27	RHF	0.0806274964	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	24	28	RHF	0.0800938547	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	25	29	RHF	0.0805515067	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	26	30	RHF	0.0801841856	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	27	31	RHF	0.0804798818	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	28	32	RHF	0.0802647590	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	29	33	RHF	0.0804098991	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	30	34	RHF	0.0803390442	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	31	35	RHF	0.0803390442	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	32	36	RHF	0.0804098991	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	33	37	RHF	0.0802647590	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	34	38	RHF	0.0804798818	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	35	39	RHF	0.0801841856	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	36	40	RHF	0.0805515067	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	37	41	RHF	0.0800938547	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	38	42	RHF	0.0806274964	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	39	43	RHF	0.0799892497	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	40	44	RHF	0.0807110816	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	41	45	RHF	0.0798641333	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	42	46	RHF	0.0808064173	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	43	47	RHF	0.0797094306	-0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	44	48	RHF	0.0809192352	0.0000000000	1.00000000e+00
1	cylinder	64	4.0	4	17	21	chi4	0.0809192352	0.0892724806	1.57603424e+00
1	cylinder	64	4.0	4	18	22	chi4	0.0797094306	0.0888998630	1.55661342e+00
1	cylinder	64	4.0	4	19	23	chi4	0.0808064173	0.0898082249	1.57282721e+00
1	cylinder	64	4.0	4	20	24	chi4	0.0798641333	0.0894962331	1.55766927e+00
1	cylinder	64	4.0	4	21	25	chi4	0.0807110816	0.0902498523	1.57006213e+00
1	cylinder	64	4.0	4	22	26	chi4	0.0799892497	0.0899875110	1.55846103e+00
1	cylinder	64	4.0	4	23	27	chi4	0.0806274964	0.0906150831	1.56763839e+00
1	cylinder	64	4.0	4	24	28	chi4	0.0800938547	0.0903947323	1.55910595e+00
1	cylinder	64	4.0	4	25	29	chi4	0.0805515067	0.0909161302	1.56548007e+00
1	cylinder	64	4.0	4	26	30	chi4	0.0801841856	0.0907324770	1.55968410e+00
1	cylinder	64	4.0	4	27	31	chi4	0.0804798818	0.0911612805	1.56352775e+00
1	cylinder	64	4.0	4	28	32	chi4	0.0802647590	0.0910108331	1.56025441e+00
1	cylinder	64	4.0	4	29	33	chi4	0.0804098991	0.0913558305	1.56173294e+00
1	cylinder	64	4.0	4	30	34	chi4	0.0803390442	0.0912365748	1.56086444e+00
1	cylinder	64	4.0	4	31	35	chi4	0.0803390442	0.0915026043	1.56005392e+00
1	cylinder	64	4.0	4	32	36	chi4	0.0804098991	0.0914138518	1.56155690e+00
1	cylinder	64	4.0	4	33	37	chi4	0.0802647590	0.0916021644	1.55845229e+00
1	cylinder	64	4.0	4	34	38	chi4	0.0804798818	0.0915445456	1.56237450e+00
1	cylinder	64	4.0	4	35	39	chi4	0.0801841856	0.0916527556	1.55688976e+00
1	cylinder	64	4.0	4	36	40	chi4	0.0805515067	0.0916283574	1.56336437e+00
1	cylinder	64	4.0	4	37	41	chi4	0.0800938547	0.0916499566	1.55532439e+00
1	cylinder	64	4.0	4	38	42	chi4	0.0806274964	0.0916626416	1.56458286e+00
1	cylinder	64	4.0	4	39	43	chi4	0.0799892497	0.0915859472	1.55370565e+00
1	cylinder	64	4.0	4	40	44	chi4	0.0807110816	0.0916419314	1.56610156e+00
1	cylinder	64	4.0	4	41	45	chi4	0.0798641333	0.0914481802	1.55196692e+00
1	cylinder	64	4.0	4	42	46	chi4	0.0808064173	0.0915570317	1.56801585e+00
1	cylinder	64	4.0	4	43	47	chi4	0.0797094306	0.0912170400	1.55001302e+00
1	cylinder	64	4.0	4	44	48	chi4	0.0809192352	0.0913934144	1.57045799e+00
1	cylinder	64	4.0	4	17	21	chi8	0.0809192352	0.0584536074	1.51735274e+00
1	cylinder	64	4.0	4	18	22	chi8	0.0797094306	0.0576321262	1.50284771e+00
1	cylinder	64	4.0	4	19	23	chi8	0.0808064173	0.0580770586	1.51423660e+00
1	cylinder	64	4.0	4	20	24	chi8	0.0798641333	0.0573985672	1.50274803e+00
1	cylinder	64	4.0	4	21	25	chi8	0.0807110816	0.0577615289	1.51161189e+00
1	cylinder	64	4.0	4	22	26	chi8	0.0799892497	0.0571983866	1.50257622e+00
1	cylinder	64	4.0	4	23	27	chi8	0.0806274964	0.0574973046	1.50937950e+00
1	cylinder	64	4.0	4	24	28	chi8	0.0800938547	0.0570308829	1.50241330e+00
1	cylinder	64	4.0	4	25	29	chi8	0.0805515067	0.0572776211	1.50746950e+00
1	cylinder	64	4.0	4	26	30	chi8	0.0801841856	0.0568955405	1.50231468e+00
1	cylinder	64	4.0	4	27	31	chi8	0.0804798818	0.0570978531	1.50583133e+00
1	cylinder	64	4.0	4	28	32	chi8	0.0802647590	0.0567923654	1.50232258e+00
1	cylinder	64	4.0	4	29	33	chi8	0.0804098991	0.0569550197	1.50442764e+00
1	cylinder	64	4.0	4	30	34	chi8	0.0803390442	0.0567220882	1.50247350e+00
1	cylinder	64	4.0	4	31	35	chi8	0.0803390442	0.0568474839	1.50323019e+00
1	cylinder	64	4.0	4	32	36	chi8	0.0804098991	0.0566863360	1.50280327e+00
1	cylinder	64	4.0	4	33	37	chi8	0.0802647590	0.0567747808	1.50221681e+00
1	cylinder	64	4.0	4	34	38	chi8	0.0804798818	0.0566878285	1.50335104e+00
1	cylinder	64	4.0	4	35	39	chi8	0.0801841856	0.0567375368	1.50136872e+00
1	cylinder	64	4.0	4	36	40	chi8	0.0805515067	0.0567306423	1.50416307e+00
1	cylinder	64	4.0	4	37	41	chi8	0.0800938547	0.0567374529	1.50066771e+00
1	cylinder	64	4.0	4	38	42	chi8	0.0806274964	0.0568205904	1.50529708e+00
1	cylinder	64	4.0	4	39	43	chi8	0.0799892497	0.0567773317	1.50009223e+00
1	cylinder	64	4.0	4	40	44	chi8	0.0807110816	0.0569657809	1.50682783e+00
1	cylinder	64	4.0	4	41	45	chi8	0.0798641333	0.0568611094	1.49961127e+00
1	cylinder	64	4.0	4	42	46	chi8	0.0808064173	0.0571774555	1.50885521e+00
1	cylinder	64	4.0	4	43	47	chi8	0.0797094306	0.0569938211	1.49917345e+00
1	cylinder	64	4.0	4	44	48	chi8	0.0809192352	0.0574712767	1.51151654e+00
1	cylinder	64	4.0	5	17	22	UHF	-0.0922453433	-0.5913844044	7.55433058e-02
1	cylinder	64	4.0	5	18	23	UHF	-0.0623385666	-0.5913844046	5.18467780e-02
1	cylinder	64	4.0	5	19	24	UHF	-0.0917088636	-0.5913844047	7.50136880e-02
1	cylinder	64	4.0	5	20	25	UHF	-0.0628530305	-0.5913844046	5.21631721e-02
1	cylinder	64	4.0	5	21	26	UHF	-0.0912928608	-0.5913844045	7.46058926e-02
1	cylinder	64	4.0	5	22	27	UHF	-0.0632452304	-0.5913844047	5.24063207e-02
1	cylinder	64	4.0	5	23	28	UHF	-0.0909783674	-0.5913844046	7.42992703e-02
1	cylinder	64	4.0	5	24	29	UHF	-0.0635341692	-0.5913844047	5.25865329e-02
1	cylinder	64	4.0	5	25	30	UHF	-0.0907523486	-0.5913844043	7.40797918e-02
1	cylinder	64	4.0	5	26	31	UHF	-0.0637325738	-0.5913844046	5.27108116e-02
1	cylinder	64	4.0	5	27	32	UHF	-0.0906060920	-0.5913844044	7.39381601e-02
1	cylinder	64	4.0	5	28	33	UHF	-0.0638485932	-0.5913844046	5.27836864e-02
1	cylinder	64	4.0	5	29	34	UHF	-0.0905342404	-0.5913844046	7.38686934e-02
1	cylinder	64	4.0	5	30	35	UHF	-0.0638867783	-0.5913844046	5.28077040e-02
1	cylinder	64	4.0	5	31	36	UHF	-0.0905342403	-0.5913844044	7.38686935e-02
1	cylinder	64	4.0	5	32	37	UHF	-0.0638485931	-0.5913844043	5.27836864e-02
1	cylinder	64	4.0	5	33	38	UHF	-0.0906060920	-0.5913844045	7.39381601e-02
1	cylinder	64	4.0	5	34	39	UHF	-0.0637325738	-0.5913844046	5.27108116e-02
1	cylinder	64	4.0	5	35	40	UHF	-0.0907523486	-0.5913844047	7.40797917e-02
1	cylinder	64	4.0	5	36	41	UHF	-0.0635341691	-0.5913844046	5.25865330e-02
1	cylinder	64	4.0	5	37	42	UHF	-0.0909783674	-0.5913844047	7.42992703e-02
1	cylinder	64	4.0	5	38	43	UHF	-0.0632452304	-0.5913844045	5.24063207e-02
1	cylinder	64	4.0	5	39	44	UHF	-0.0912928608	-0.5913844045	7.46058926e-02
1	cylinder	64	4.0	5	40	45	UHF	-0.0628530305	-0.5913844038	5.21631723e-02
1	cylinder	64	4.0	5	41	46	UHF	-0.0917088636	-0.5913844046	7.50136880e-02
1	cylinder	64	4.0	5	42	47	UHF	-0.0623385666	-0.5913844042	5.18467781e-02
1	cylinder	64	4.0	5	43	48	UHF	-0.0922453433	-0.5913844037	7.55433060e-02
1	cylinder	64	4.0	5	17	22	UHF-sym	-0.0922453433	-0.1971808020	8.87111859e-01
1	cylinder	64	4.0	5	18	23	UHF-sym	-0.0623385666	-0.1971808020	5.13543411e-01
1	cylinder	64	4.0	5	19	24	UHF-sym	-0.0917088636	-0.1971808020	8.78193480e-01
1	cylinder	64	4.0	5	20	25	UHF-sym	-0.0628530305	-0.1971808020	5.18164640e-01
1	cylinder	64	4.0	5	21	26	UHF-sym	-0.0912928608	-0.1971808020	8.71342718e-01
1	cylinder	64	4.0	5	22	27	UHF-sym	-0.0632452304	-0.1971808020	5.21723045e-01
1	cylinder	64	4.0	5	23	28	UHF-sym	-0.0909783674	-0.1971808020	8.66200964e-01
1	cylinder	64	4.0	5	24	29	UHF-sym	-0.0635341692	-0.1971808020	5.24364320e-01
1	cylinder	64	4.0	5	25	30	UHF-sym	-0.0907523486	-0.1971808020	8.62525471e-01
1	cylinder	64	4.0	5	26	31	UHF-sym	-0.0637325738	-0.1971808020	5.26187753e-01
1	cylinder	64	4.0	5	27	32	UHF-sym	-0.0906060920	-0.1971808020	8.60155838e-01
1	cylinder	64	4.0	5	28	33	UHF-sym	-0.0638485932	-0.1971808020	5.27257720e-01
1	cylinder	64	4.0	5	29	34	UHF-sym	-0.0905342404	-0.1971808020	8.58994227e-01
1	cylinder	64	4.0	5	30	35	UHF-sym	-0.0638867783	-0.1971808020	5.27610473e-01
1	cylinder	64	4.0	5	31	36	UHF-sym	-0.0905342403	-0.1971808020	8.58994226e-01
1	cylinder	64	4.0	5	32	37	UHF-sym	-0.0638485931	-0.1971808020	5.27257720e-01
1	cylinder	64	4.0	5	33	38	UHF-sym	-0.0906060920	-0.1971808020	8.60155838e-01
1	cylinder	64	4.0	5	34	39	UHF-sym	-0.0637325738	-0.1971808020	5.26187753e-01
1	cylinder	64	4.0	5	35	40	UHF-sym	-0.0907523486	-0.1971808020	8.62525470e-01
1	cylinder	64	4.0	5	36	41	UHF-sym	-0.0635341691	-0.1971808020	5.24364320e-01
1	cylinder	64	4.0	5	37	42	UHF-sym	-0.0909783674	-0.1971808020	8.66200963e-01
