L	doping	observable	site	G_median	G_min	G_max_over_chi	Gmax_ceiling	ratio_median
128	0.125	DoubleOcc	88	17.9403	1.3688	20.9450	20.9295	0.8572
128	0.125	DoubleOcc	89	18.3260	1.4991	20.7682	20.7867	0.8816
128	0.125	DoubleOcc	90	17.0898	12.2988	18.4718	18.5009	0.9237
128	0.125	DoubleOcc	91	19.6509	2.9788	22.1876	22.1552	0.8870
128	0.125	DoubleOcc	92	17.7897	2.9294	18.5546	18.5719	0.9579
128	0.125	DoubleOcc	93	17.1857	5.8687	20.5810	20.6071	0.8340
128	0.125	DoubleOcc	94	20.7872	6.0315	21.3070	21.2949	0.9762
128	0.125	DoubleOcc	95	13.8366	1.2819	17.5123	17.5181	0.7898
128	0.125	DoubleOcc	96	20.2115	1.3910	21.2475	21.2675	0.9503
128	0.125	DoubleOcc	97	18.1894	1.1919	21.4146	21.4143	0.8494
128	0.125	DoubleOcc	98	18.6562	2.1327	20.2898	20.2953	0.9192
128	0.125	DoubleOcc	99	18.9058	2.4188	19.5936	19.5690	0.9661
128	0.125	DoubleOcc	100	18.4972	3.0092	21.6982	21.7014	0.8524
128	0.125	DoubleOcc	101	18.2960	6.0455	20.3023	20.3004	0.9013
128	0.125	DoubleOcc	102	19.5744	11.2651	21.7478	21.7478	0.9001
128	0.125	DoubleOcc	103	21.9415	4.5066	22.2848	22.2859	0.9845
128	0.125	DoubleOcc	104	18.4262	1.2676	22.4946	22.5047	0.8188
128	0.125	DoubleOcc	105	19.9709	1.4809	21.1305	21.1430	0.9446
128	0.125	DoubleOcc	106	18.5287	13.6862	19.7230	19.7148	0.9398
128	0.125	DoubleOcc	107	15.7994	2.8055	19.0263	18.9849	0.8322
128	0.125	DoubleOcc	108	20.3211	3.0855	21.1183	21.1186	0.9622
128	0.125	DoubleOcc	109	14.6980	6.2107	17.9203	17.9565	0.8185
128	0.125	DoubleOcc	110	18.6085	5.1195	20.4909	20.4968	0.9079
128	0.125	DoubleOcc	111	19.1515	1.1832	21.1763	21.1808	0.9042
128	0.125	DoubleOcc	112	17.3742	1.2233	20.8491	20.8520	0.8332
128	0.125	DoubleOcc	113	19.6494	1.0695	20.2973	20.3217	0.9669
128	0.125	DoubleOcc	114	19.2770	1.7696	20.8984	20.9008	0.9223
128	0.125	DoubleOcc	115	22.4586	2.0209	24.0267	24.0071	0.9355
128	0.125	DoubleOcc	116	17.6401	3.1358	20.0249	20.0299	0.8807
128	0.125	DoubleOcc	117	17.7775	6.9287	19.2571	19.2712	0.9225
128	0.125	DoubleOcc	118	19.9294	1.1838	22.0400	22.0358	0.9044
128	0.125	DoubleOcc	119	21.1129	1.1625	21.3963	21.3972	0.9867
128	0.125	DoubleOcc	120	17.9379	1.1008	19.8845	19.8862	0.9020
128	0.125	DoubleOcc	121	20.2415	1.3266	20.3756	20.3243	0.9959
128	0.125	DoubleOcc	122	17.7650	9.3747	19.6234	19.6242	0.9053
128	0.125	DoubleOcc	123	18.1143	2.5352	19.8824	19.8816	0.9111
128	0.125	DoubleOcc	124	20.3277	1.7700	20.9194	20.9148	0.9719
128	0.125	DoubleOcc	125	18.0252	0.9239	19.5448	19.5449	0.9222
128	0.125	DoubleOcc	126	22.7650	1.0414	23.1103	23.1107	0.9850
128	0.125	DoubleOcc	127	22.9734	1.3588	23.1043	23.1065	0.9942
128	0.125	DoubleOcc	128	40.6740	3.8603	40.7527	40.7511	0.9981
128	0.125	Sz	1	1.2474	0.9022	1.2722	1.2716	0.9810
128	0.125	Sz	2	1.3293	1.0297	1.3420	1.3423	0.9903
128	0.125	Sz	3	2.1868	0.7906	2.2109	2.2104	0.9893
128	0.125	Sz	4	1.7341	1.1232	1.7397	1.7396	0.9968
128	0.125	Sz	5	2.4380	0.2249	2.4409	2.4371	1.0004
128	0.125	Sz	6	1.9404	0.8757	1.9482	1.9481	0.9960
128	0.125	Sz	7	2.2944	1.5006	2.3027	2.2994	0.9978
128	0.125	Sz	8	1.8212	1.1745	1.8348	1.8350	0.9925
128	0.125	Sz	9	1.8445	0.7626	1.8734	1.8734	0.9846
128	0.125	Sz	10	1.8761	1.0654	1.8994	1.8990	0.9879
128	0.125	Sz	11	1.8184	0.9255	1.8275	1.8272	0.9952
128	0.125	Sz	12	1.9813	0.2044	2.0024	1.9999	0.9907
128	0.125	Sz	13	1.7916	0.5491	1.8216	1.8198	0.9845
128	0.125	Sz	14	1.9695	1.5972	2.0216	2.0217	0.9741
128	0.125	Sz	15	1.7500	0.7413	1.7525	1.7495	1.0003
128	0.125	Sz	16	1.8869	1.5085	1.9081	1.9081	0.9889
128	0.125	Sz	17	1.9403	1.3443	1.9652	1.9653	0.9873
128	0.125	Sz	18	1.8999	1.2479	1.9277	1.9260	0.9864
128	0.125	Sz	19	1.9139	1.4892	1.9346	1.9353	0.9890
128	0.125	Sz	20	1.8978	0.3232	1.9138	1.9139	0.9916
128	0.125	Sz	21	2.1777	0.4559	2.1840	2.1804	0.9988
128	0.125	Sz	22	1.7885	0.8034	1.8301	1.8272	0.9789
128	0.125	Sz	23	1.9468	1.5145	1.9949	1.9951	0.9758
128	0.125	Sz	24	1.7620	1.0485	1.7710	1.7683	0.9964
128	0.125	Sz	25	1.8126	0.9012	1.8427	1.8424	0.9838
128	0.125	Sz	26	1.8325	0.7586	1.8702	1.8702	0.9798
128	0.125	Sz	27	1.8578	0.9022	1.9072	1.9054	0.9750
128	0.125	Sz	28	2.0050	0.1957	2.0458	2.0447	0.9806
128	0.125	Sz	29	1.9958	0.6034	2.0069	2.0073	0.9943
128	0.125	Sz	30	2.0077	1.4947	2.0507	2.0506	0.9791
128	0.125	Sz	31	1.8487	0.7966	1.8754	1.8740	0.9865
128	0.125	Sz	32	1.8590	1.4823	1.8711	1.8708	0.9937
128	0.125	Sz	33	1.8311	1.3288	1.8482	1.8479	0.9909
128	0.125	Sz	34	1.8832	1.2411	1.8899	1.8880	0.9975
128	0.125	Sz	35	2.1568	1.9191	2.1809	2.1766	0.9909
128	0.125	Sz	36	1.9607	0.2678	1.9974	1.9953	0.9827
128	0.125	Sz	37	2.0231	0.4103	2.0250	2.0258	0.9987
128	0.125	Sz	38	1.8855	0.8840	1.8949	1.8954	0.9948
128	0.125	Sz	39	1.9507	1.4124	2.0015	2.0020	0.9743
128	0.125	Sz	40	1.8874	1.3070	1.9153	1.9147	0.9857
128	0.125	Sz	41	1.8393	0.6167	1.8604	1.8602	0.9887
128	0.125	Sz	42	1.8605	1.5473	1.8730	1.8679	0.9961
128	0.125	Sz	43	2.0015	0.7577	2.0293	2.0290	0.9865
128	0.125	Sz	44	1.9988	0.1796	2.0704	2.0717	0.9648
128	0.125	Sz	45	1.8862	0.6923	1.8873	1.8869	0.9996
128	0.125	Sz	46	1.9767	1.3598	2.0602	2.0633	0.9580
128	0.125	Sz	47	1.9556	0.7510	1.9784	1.9771	0.9892
128	0.125	Sz	48	1.9608	1.2803	1.9892	1.9899	0.9854
128	0.125	Sz	49	1.8514	1.1099	1.8747	1.8745	0.9877
128	0.125	Sz	50	1.9317	0.9024	1.9642	1.9642	0.9834
128	0.125	Sz	51	1.9510	0.1826	1.9555	1.9570	0.9969
128	0.125	Sz	52	1.9748	0.5206	1.9851	1.9855	0.9946
128	0.125	Sz	53	1.8656	1.4577	1.8719	1.8704	0.9975
128	0.125	Sz	54	1.9992	0.8300	2.0175	2.0178	0.9908
128	0.125	Sz	55	1.9277	1.4969	1.9643	1.9629	0.9821
128	0.125	Sz	56	1.9964	1.4837	2.0113	2.0107	0.9929
128	0.125	Sz	57	1.8478	1.3908	1.8575	1.8572	0.9949
128	0.125	Sz	58	1.9866	1.5961	1.9916	1.9919	0.9974
128	0.125	Sz	59	1.9424	0.3058	1.9686	1.9687	0.9866
128	0.125	Sz	60	1.8115	0.3744	1.8867	1.8878	0.9595
128	0.125	Sz	61	1.8574	1.0239	1.8590	1.8580	0.9997
128	0.125	Sz	62	1.7835	0.9902	1.8437	1.8462	0.9660
128	0.125	Sz	63	1.9605	1.1179	1.9636	1.9632	0.9986
128	0.125	Sz	64	1.8467	0.6547	1.8619	1.8614	0.9922
128	0.125	Sz	65	1.9291	1.1489	1.9666	1.9668	0.9808
128	0.125	Sz	66	1.7950	0.8781	1.8036	1.8035	0.9953
128	0.125	Sz	67	1.9580	0.1931	1.9616	1.9623	0.9978
128	0.125	Sz	68	1.8650	0.6063	1.8923	1.8916	0.9859
128	0.125	Sz	69	1.9257	1.5008	1.9358	1.9320	0.9967
128	0.125	Sz	70	1.8716	0.8094	1.8990	1.8988	0.9857
128	0.125	Sz	71	1.7102	1.4050	1.7539	1.7535	0.9753
128	0.125	Sz	72	1.8347	1.3459	1.8409	1.8371	0.9987
128	0.125	Sz	73	1.7991	1.2269	1.8164	1.8162	0.9906
128	0.125	Sz	74	2.0223	1.8326	2.0271	2.0267	0.9978
128	0.125	Sz	75	1.9951	0.3438	2.0222	2.0227	0.9863
128	0.125	Sz	76	1.9590	0.4069	2.0131	2.0131	0.9731
128	0.125	Sz	77	1.9459	0.8274	1.9490	1.9496	0.9981
128	0.125	Sz	78	1.9527	1.5416	2.0022	2.0011	0.9758
128	0.125	Sz	79	1.9927	1.3190	1.9991	1.9966	0.9981
128	0.125	Sz	80	1.8799	0.6938	1.8928	1.8912	0.9941
128	0.125	Sz	81	1.9792	1.1409	1.9940	1.9942	0.9925
128	0.125	Sz	82	1.9875	0.9734	1.9923	1.9921	0.9977
128	0.125	Sz	83	1.7705	0.1771	1.8274	1.8291	0.9680
128	0.125	Sz	84	1.8031	0.5523	1.8311	1.8297	0.9855
128	0.125	Sz	85	2.1674	1.5146	2.1983	2.1981	0.9860
128	0.125	Sz	86	1.9946	0.7884	2.0355	2.0358	0.9797
128	0.125	Sz	87	1.9014	1.4353	1.9154	1.9153	0.9927
128	0.125	Sz	88	1.9472	1.3720	1.9856	1.9865	0.9802
128	0.125	Sz	89	1.9955	1.2942	2.0142	2.0135	0.9911
128	0.125	Sz	90	1.9832	1.7849	1.9990	1.9997	0.9917
128	0.125	Sz	91	1.9821	0.3512	1.9888	1.9869	0.9976
128	0.125	Sz	92	1.8488	0.4136	1.8492	1.8496	0.9996
128	0.125	Sz	93	1.7455	0.7739	1.7694	1.7645	0.9892
128	0.125	Sz	94	2.0288	1.3299	2.0437	2.0436	0.9927
128	0.125	Sz	95	1.9402	1.2961	1.9531	1.9530	0.9934
128	0.125	Sz	96	1.7872	0.7132	1.8077	1.8075	0.9888
128	0.125	Sz	97	1.9500	1.0692	1.9827	1.9825	0.9836
128	0.125	Sz	98	1.9001	0.8186	1.9397	1.9374	0.9807
128	0.125	Sz	99	1.9684	0.1848	2.0338	2.0358	0.9669
128	0.125	Sz	100	1.7232	0.5396	1.7533	1.7527	0.9832
128	0.125	Sz	101	2.0270	1.3669	2.0598	2.0606	0.9837
128	0.125	Sz	102	1.8898	0.7042	1.9021	1.9019	0.9936
128	0.125	Sz	103	1.8607	1.2577	1.8706	1.8694	0.9954
128	0.125	Sz	104	1.8372	1.2420	1.8422	1.8415	0.9977
128	0.125	Sz	105	1.8163	1.0259	1.8262	1.8250	0.9953
128	0.125	Sz	106	1.9393	1.5486	1.9403	1.9399	0.9997
128	0.125	Sz	107	2.0190	0.3875	2.0253	2.0255	0.9968
128	0.125	Sz	108	2.1317	0.3879	2.1353	2.1348	0.9986
128	0.125	Sz	109	1.7233	0.6266	1.7739	1.7732	0.9719
128	0.125	Sz	110	1.9393	1.1791	1.9525	1.9528	0.9931
128	0.125	Sz	111	1.8733	1.0366	1.8830	1.8788	0.9971
128	0.125	Sz	112	1.9426	0.7510	1.9706	1.9705	0.9858
128	0.125	Sz	113	1.9502	0.9277	1.9779	1.9778	0.9861
128	0.125	Sz	114	1.8059	0.6977	1.8224	1.8224	0.9910
128	0.125	Sz	115	1.9795	0.1433	2.0377	2.0383	0.9712
128	0.125	Sz	116	1.8218	0.7039	1.8581	1.8576	0.9808
128	0.125	Sz	117	1.9672	0.9541	2.0145	2.0155	0.9760
128	0.125	Sz	118	1.8974	1.1711	1.9043	1.9044	0.9963
128	0.125	Sz	119	1.7826	0.8463	1.7971	1.7818	1.0005
128	0.125	Sz	120	1.8119	1.0599	1.8153	1.8148	0.9984
128	0.125	Sz	121	1.8455	1.0049	1.8731	1.8713	0.9862
128	0.125	Sz	122	2.2613	0.6708	2.2699	2.2696	0.9963
128	0.125	Sz	123	1.9752	1.0972	1.9776	1.9777	0.9987
128	0.125	Sz	124	2.4837	0.2363	2.4845	2.4844	0.9997
128	0.125	Sz	125	1.6617	1.0000	1.6650	1.6614	1.0001
128	0.125	Sz	126	2.1425	1.0000	2.1509	2.1509	0.9961
128	0.125	Sz	127	1.2401	1.0000	1.2410	1.2401	1.0000
128	0.125	Sz	128	1.2709	1.0000	1.2729	1.2729	0.9985
128	0.125	SzSz r=1	1	58.3386	3.4294	64.6260	64.6625	0.9022
128	0.125	SzSz r=1	2	7.1835	1.0305	7.3204	7.3040	0.9835
128	0.125	SzSz r=1	3	23.3518	1.7305	23.4816	23.4602	0.9954
128	0.125	SzSz r=1	4	12.0397	1.0997	13.1513	13.1545	0.9153
128	0.125	SzSz r=1	5	12.7688	1.3544	13.4323	13.4228	0.9513
128	0.125	SzSz r=1	6	18.5058	0.8793	18.6070	18.5953	0.9952
128	0.125	SzSz r=1	7	9.8402	1.0281	11.0015	11.0201	0.8929
128	0.125	SzSz r=1	8	20.0959	1.0864	21.2042	21.1143	0.9518
128	0.125	SzSz r=1	9	10.7974	1.0286	12.0386	12.0389	0.8969
128	0.125	SzSz r=1	10	19.8647	2.3778	19.8917	19.8356	1.0015
128	0.125	SzSz r=1	11	10.6662	1.1512	13.6347	13.6408	0.7819
128	0.125	SzSz r=1	12	17.0368	1.3619	18.1307	18.1793	0.9372
128	0.125	SzSz r=1	13	14.8258	0.7664	15.5593	15.5692	0.9523
128	0.125	SzSz r=1	14	12.7794	0.9737	15.8724	15.8448	0.8065
128	0.125	SzSz r=1	15	18.1242	1.0194	18.5503	18.5637	0.9763
128	0.125	SzSz r=1	16	9.5795	1.0155	13.1809	13.2824	0.7212
128	0.125	SzSz r=1	17	16.0285	1.9586	16.2852	16.2966	0.9835
128	0.125	SzSz r=1	18	11.3169	1.0027	14.0284	14.0570	0.8051
128	0.125	SzSz r=1	19	14.3772	0.8836	14.8481	14.8539	0.9679
128	0.125	SzSz r=1	20	11.4825	1.1654	14.1057	14.1644	0.8107
128	0.125	SzSz r=1	21	12.4646	0.8525	14.3904	14.4346	0.8635
128	0.125	SzSz r=1	22	16.7762	1.0023	17.4180	17.4305	0.9625
128	0.125	SzSz r=1	23	10.1379	1.0269	12.9738	13.0385	0.7775
128	0.125	SzSz r=1	24	17.1400	1.1065	17.8137	17.8058	0.9626
128	0.125	SzSz r=1	25	11.4419	1.5124	12.4733	12.4688	0.9176
128	0.125	SzSz r=1	26	18.4129	2.8181	18.5579	18.5208	0.9942
128	0.125	SzSz r=1	27	11.2596	1.1257	14.4784	14.6132	0.7705
128	0.125	SzSz r=1	28	14.4024	1.2714	15.5150	15.5754	0.9247
128	0.125	SzSz r=1	29	14.0341	0.8354	15.3343	15.4237	0.9099
128	0.125	SzSz r=1	30	11.8139	0.9598	14.3202	14.3562	0.8229
128	0.125	SzSz r=1	31	16.4955	0.9967	17.0226	17.0580	0.9670
128	0.125	SzSz r=1	32	10.6084	1.0269	12.3863	12.3854	0.8565
128	0.125	SzSz r=1	33	16.6463	2.1748	17.2805	17.3465	0.9596
128	0.125	SzSz r=1	34	8.7937	0.9938	14.2831	14.3601	0.6124
128	0.125	SzSz r=1	35	13.5297	0.8214	14.2463	14.3245	0.9445
128	0.125	SzSz r=1	36	11.1461	1.1900	12.9892	13.0026	0.8572
128	0.125	SzSz r=1	37	13.2241	0.8855	15.3736	15.3590	0.8610
128	0.125	SzSz r=1	38	15.8813	1.0141	16.9339	17.0743	0.9301
128	0.125	SzSz r=1	39	10.6490	1.0345	14.6694	14.9046	0.7145
128	0.125	SzSz r=1	40	14.3777	1.8271	14.9050	14.9095	0.9643
128	0.125	SzSz r=1	41	10.6642	1.0400	14.9518	15.1918	0.7020
128	0.125	SzSz r=1	42	16.7543	1.0740	17.6100	17.6175	0.9510
128	0.125	SzSz r=1	43	11.5763	1.0713	15.1698	15.3184	0.7557
128	0.125	SzSz r=1	44	15.7103	1.2531	16.7980	16.8124	0.9344
128	0.125	SzSz r=1	45	14.9282	0.8532	16.1094	16.1730	0.9230
128	0.125	SzSz r=1	46	11.8193	0.9800	15.0060	15.2504	0.7750
128	0.125	SzSz r=1	47	18.3923	1.0357	18.9759	19.0156	0.9672
128	0.125	SzSz r=1	48	11.2873	1.0396	13.9946	14.1536	0.7975
128	0.125	SzSz r=1	49	15.4004	3.1759	15.9643	16.0095	0.9620
128	0.125	SzSz r=1	50	9.1961	1.1473	14.6515	14.7912	0.6217
128	0.125	SzSz r=1	51	16.4538	1.3006	17.5482	17.6013	0.9348
128	0.125	SzSz r=1	52	13.2194	0.7895	16.0448	16.0699	0.8226
128	0.125	SzSz r=1	53	11.9617	0.9368	13.7892	13.8378	0.8644
128	0.125	SzSz r=1	54	15.5724	1.0129	15.9937	15.9978	0.9734
128	0.125	SzSz r=1	55	9.5197	1.0180	12.6325	12.7736	0.7453
128	0.125	SzSz r=1	56	15.0207	2.2600	15.6092	15.5288	0.9673
128	0.125	SzSz r=1	57	9.5129	1.0108	12.1002	12.2101	0.7791
128	0.125	SzSz r=1	58	16.2215	0.8654	16.9795	17.0163	0.9533
128	0.125	SzSz r=1	59	10.9695	1.1823	14.4870	14.5803	0.7524
128	0.125	SzSz r=1	60	14.1763	0.8627	15.0675	15.0825	0.9399
128	0.125	SzSz r=1	61	13.6421	0.9873	14.0528	14.0385	0.9718
128	0.125	SzSz r=1	62	12.4087	1.0375	13.1748	13.3230	0.9314
128	0.125	SzSz r=1	63	15.6427	1.0469	16.5080	16.4976	0.9482
128	0.125	SzSz r=1	64	11.5381	1.0511	13.6747	13.8698	0.8319
128	0.125	SzSz r=1	65	16.1212	3.1071	16.4717	16.4850	0.9779
128	0.125	SzSz r=1	66	8.9136	1.1404	14.2010	14.4468	0.6170
128	0.125	SzSz r=1	67	14.2573	1.2648	15.1321	15.1739	0.9396
128	0.125	SzSz r=1	68	13.3089	0.8055	15.4131	15.4087	0.8637
128	0.125	SzSz r=1	69	12.4852	0.9411	14.6279	14.6975	0.8495
128	0.125	SzSz r=1	70	14.5691	1.0028	14.9467	14.9298	0.9758
128	0.125	SzSz r=1	71	11.1125	1.0237	15.7292	15.9388	0.6972
128	0.125	SzSz r=1	72	17.0801	1.9716	17.5246	17.5586	0.9727
128	0.125	SzSz r=1	73	10.5987	1.0154	14.5629	14.8497	0.7137
128	0.125	SzSz r=1	74	15.1152	0.8542	15.6866	15.7033	0.9626
128	0.125	SzSz r=1	75	11.6740	1.1872	15.3163	15.4312	0.7565
128	0.125	SzSz r=1	76	15.5321	0.8580	16.8739	16.8977	0.9192
128	0.125	SzSz r=1	77	15.5385	1.0144	15.9376	15.9521	0.9741
128	0.125	SzSz r=1	78	13.2370	1.0355	15.0473	15.2817	0.8662
128	0.125	SzSz r=1	79	15.4257	1.2679	16.3852	16.4280	0.9390
128	0.125	SzSz r=1	80	12.0276	1.0329	13.3362	13.4122	0.8968
128	0.125	SzSz r=1	81	14.8994	3.0871	15.4213	15.4699	0.9631
128	0.125	SzSz r=1	82	11.3768	1.1699	15.7220	16.0634	0.7082
128	0.125	SzSz r=1	83	14.8262	1.2299	15.7513	15.7949	0.9387
128	0.125	SzSz r=1	84	13.5778	0.8154	14.5096	14.5283	0.9346
128	0.125	SzSz r=1	85	11.7182	0.9579	13.7973	13.8213	0.8478
128	0.125	SzSz r=1	86	14.5520	0.9988	15.0279	15.0491	0.9670
128	0.125	SzSz r=1	87	10.3733	1.0339	14.0777	14.2069	0.7302
128	0.125	SzSz r=1	88	16.3335	2.0264	16.8975	16.8906	0.9670
128	0.125	SzSz r=1	89	11.1407	1.0082	13.8662	13.9177	0.8005
128	0.125	SzSz r=1	90	13.6892	0.8312	14.1072	14.1174	0.9697
128	0.125	SzSz r=1	91	12.7199	1.1862	15.0769	15.0120	0.8473
128	0.125	SzSz r=1	92	14.1602	0.8526	15.4367	15.5081	0.9131
128	0.125	SzSz r=1	93	13.8750	1.0047	14.1239	14.1383	0.9814
128	0.125	SzSz r=1	94	12.6359	1.0388	14.1089	14.3132	0.8828
128	0.125	SzSz r=1	95	15.2736	1.1929	15.9752	16.0142	0.9538
128	0.125	SzSz r=1	96	12.5529	1.0367	13.9349	13.9352	0.9008
128	0.125	SzSz r=1	97	16.3002	2.6870	16.9630	16.9804	0.9599
128	0.125	SzSz r=1	98	11.1002	1.2086	14.8174	15.0598	0.7371
128	0.125	SzSz r=1	99	13.4091	1.2452	14.0838	14.0573	0.9539
128	0.125	SzSz r=1	100	14.2482	0.8023	15.1159	15.1449	0.9408
128	0.125	SzSz r=1	101	11.8087	0.9678	13.4942	13.4798	0.8760
128	0.125	SzSz r=1	102	15.2671	1.0333	15.6144	15.5698	0.9806
128	0.125	SzSz r=1	103	10.3674	1.0322	13.8383	13.8698	0.7475
128	0.125	SzSz r=1	104	15.7330	1.6766	16.2776	16.2961	0.9654
128	0.125	SzSz r=1	105	11.8184	1.0222	14.8510	14.9545	0.7903
128	0.125	SzSz r=1	106	14.6965	0.8117	15.2827	15.2510	0.9636
128	0.125	SzSz r=1	107	13.5552	1.1725	16.9484	16.9507	0.7997
128	0.125	SzSz r=1	108	13.5516	0.8644	15.2337	15.1945	0.8919
128	0.125	SzSz r=1	109	16.5296	1.0482	17.3196	17.3291	0.9539
128	0.125	SzSz r=1	110	9.9529	1.0376	12.4803	12.5383	0.7938
128	0.125	SzSz r=1	111	17.5607	0.8266	18.4035	18.4486	0.9519
128	0.125	SzSz r=1	112	12.1869	1.0474	13.0925	13.1124	0.9294
128	0.125	SzSz r=1	113	17.3636	1.5512	18.1552	18.1504	0.9566
128	0.125	SzSz r=1	114	11.5901	1.2372	14.5920	14.7056	0.7881
128	0.125	SzSz r=1	115	14.7744	1.4258	15.8940	15.9153	0.9283
128	0.125	SzSz r=1	116	14.4095	0.9080	15.3593	15.3756	0.9372
128	0.125	SzSz r=1	117	10.3416	1.0186	12.1791	12.1837	0.8488
128	0.125	SzSz r=1	118	16.8848	0.6868	17.9558	17.9475	0.9408
128	0.125	SzSz r=1	119	8.7527	1.0208	11.7052	11.7274	0.7463
128	0.125	SzSz r=1	120	19.9254	0.9062	20.8233	20.8475	0.9558
128	0.125	SzSz r=1	121	8.3972	1.0524	12.5328	12.5628	0.6684
128	0.125	SzSz r=1	122	16.1166	0.8660	17.3880	17.3973	0.9264
128	0.125	SzSz r=1	123	11.3865	0.9873	12.9976	13.0040	0.8756
128	0.125	SzSz r=1	124	12.0561	1.0000	12.4463	12.4272	0.9701
128	0.125	SzSz r=1	125	23.2500	0.4863	23.6837	23.6872	0.9815
128	0.125	SzSz r=1	126	7.2231	1.0000	7.3795	7.3784	0.9790
128	0.125	SzSz r=1	127	60.1015	2.5722	62.6525	62.6626	0.9591
128	0.125	ZZ onsite	1	67.9974	3.0668	68.9798	68.9450	0.9863
128	0.125	ZZ onsite	2	33.8221	1.2286	34.8736	34.8783	0.9697
128	0.125	ZZ onsite	3	20.8395	0.6869	21.0050	21.0045	0.9921
128	0.125	ZZ onsite	4	20.5186	1.2694	21.7379	21.7354	0.9440
128	0.125	ZZ onsite	5	18.0017	1.1150	18.4039	18.3643	0.9803
128	0.125	ZZ onsite	6	20.1076	2.4451	21.6049	21.6051	0.9307
128	0.125	ZZ onsite	7	18.7245	8.8922	19.1610	19.1309	0.9788
128	0.125	ZZ onsite	8	21.7363	0.8620	22.7852	22.7862	0.9539
128	0.125	ZZ onsite	9	23.5282	0.7656	24.8067	24.8344	0.9474
128	0.125	ZZ onsite	10	18.9712	0.7581	22.8982	22.9009	0.8284
128	0.125	ZZ onsite	11	21.1952	1.7645	21.4707	21.3800	0.9914
128	0.125	ZZ onsite	12	20.8759	2.1452	21.0450	20.9512	0.9964
128	0.125	ZZ onsite	13	19.4585	1.7371	21.0484	21.0311	0.9252
128	0.125	ZZ onsite	14	17.5536	17.3237	17.9218	17.9211	0.9795
128	0.125	ZZ onsite	15	17.8261	6.7236	20.7318	20.7315	0.8599
128	0.125	ZZ onsite	16	19.1551	3.2582	19.1938	19.2036	0.9975
128	0.125	ZZ onsite	17	20.4550	0.8652	24.9168	24.9288	0.8205
128	0.125	ZZ onsite	18	19.5524	1.0489	22.1083	22.1193	0.8840
128	0.125	ZZ onsite	19	22.1263	16.9530	23.6870	23.6795	0.9344
128	0.125	ZZ onsite	20	17.9686	2.7601	21.1320	21.1118	0.8511
128	0.125	ZZ onsite	21	19.0651	1.4208	19.6165	19.5963	0.9729
128	0.125	ZZ onsite	22	20.8291	8.6572	24.2895	24.2937	0.8574
128	0.125	ZZ onsite	23	19.3267	5.3105	20.3882	20.3888	0.9479
128	0.125	ZZ onsite	24	21.4995	0.9102	23.8255	23.8350	0.9020
128	0.125	ZZ onsite	25	21.1544	0.6177	23.2753	23.2669	0.9092
128	0.125	ZZ onsite	26	17.1596	0.5935	20.3290	20.3390	0.8437
128	0.125	ZZ onsite	27	21.8841	1.9852	21.9988	21.9923	0.9951
128	0.125	ZZ onsite	28	20.1022	2.2562	20.6923	20.6553	0.9732
128	0.125	ZZ onsite	29	17.7924	1.7307	20.8814	20.9447	0.8495
128	0.125	ZZ onsite	30	19.3904	16.2223	20.2843	20.2628	0.9569
128	0.125	ZZ onsite	31	19.3510	6.5583	22.8633	22.8473	0.8470
128	0.125	ZZ onsite	32	19.8867	3.0997	20.0404	20.0397	0.9924
128	0.125	ZZ onsite	33	20.3888	0.8936	22.7159	22.7047	0.8980
128	0.125	ZZ onsite	34	19.9073	1.0836	21.1327	21.1499	0.9412
128	0.125	ZZ onsite	35	21.8625	13.7184	23.5920	23.5478	0.9284
128	0.125	ZZ onsite	36	18.3457	2.4146	20.9749	20.9704	0.8748
128	0.125	ZZ onsite	37	20.7907	1.6655	21.3660	21.3726	0.9728
128	0.125	ZZ onsite	38	20.1875	8.5362	22.8499	22.7817	0.8861
128	0.125	ZZ onsite	39	19.6752	4.5939	20.9782	20.9796	0.9378
128	0.125	ZZ onsite	40	20.3732	0.9380	23.4780	23.5073	0.8667
128	0.125	ZZ onsite	41	17.9785	0.8879	21.1483	21.1595	0.8497
128	0.125	ZZ onsite	42	20.9330	2.7658	22.2346	22.2408	0.9412
128	0.125	ZZ onsite	43	20.6084	8.6661	23.5251	23.4487	0.8789
128	0.125	ZZ onsite	44	21.9154	2.1352	22.4009	22.3701	0.9797
128	0.125	ZZ onsite	45	19.5039	1.8512	22.8769	22.8981	0.8518
128	0.125	ZZ onsite	46	23.5316	14.6017	24.0939	24.0848	0.9770
128	0.125	ZZ onsite	47	18.2813	4.8975	22.0347	22.0372	0.8296
128	0.125	ZZ onsite	48	18.9779	2.5939	20.0058	20.0214	0.9479
128	0.125	ZZ onsite	49	18.6504	0.8528	23.1748	23.1699	0.8049
128	0.125	ZZ onsite	50	23.1138	2.0619	23.7405	23.7302	0.9740
128	0.125	ZZ onsite	51	17.8571	2.6611	20.2810	20.2678	0.8811
128	0.125	ZZ onsite	52	17.2876	1.5921	20.6317	20.7122	0.8347
128	0.125	ZZ onsite	53	21.2986	20.8685	21.8747	21.8599	0.9743
128	0.125	ZZ onsite	54	18.4199	7.1401	22.2352	22.2807	0.8267
128	0.125	ZZ onsite	55	21.4464	3.6030	22.5946	22.5863	0.9495
128	0.125	ZZ onsite	56	21.9199	0.9342	22.5694	22.5672	0.9713
