dim	W	LX	nsites	geometry	bipartite	U	Eref	Hvar	prior	global_fid	observable	nA	F_supp	D_supp	true	prior_val	Delta	eps	G	G_max
2D	2	6	12	cylinder	true	2.0	-11.1030945438	-1.705e-13	chi256	9.9995837304e-01	Sz	2	1.00000000	3.65950511e-06	0.0000000000	0.0000000000	9.612787e-18	NaN	1.000000	1.000000
2D	2	6	12	cylinder	true	2.0	-11.1030945438	-1.705e-13	UHF	4.1848942353e-01	Sz	2	0.92409258	2.17639101e-01	0.0000000000	-0.1810295408	1.810295e-01	NaN	0.255556	1.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi2	2.3502412330e-02	ZZ onsite	2	0.73352657	2.66473430e-01	-0.4670531402	-1.0000000000	5.329469e-01	1.141084e+00	0.774975	25.799922
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi4	1.5303038590e-01	ZZ onsite	2	0.91223829	2.09201548e-01	-0.4670531402	-0.8854562369	4.184031e-01	8.958362e-01	1.234299	25.799922
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi8	2.4610602803e-01	ZZ onsite	2	0.97962034	1.15418944e-01	-0.4670531402	-0.6978910276	2.308379e-01	4.942433e-01	3.655396	25.799922
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi16	5.8131303598e-01	ZZ onsite	2	0.99316598	6.96555281e-02	-0.4670531402	-0.6063641965	1.393111e-01	2.982767e-01	8.046324	25.799922
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi32	8.1139929771e-01	ZZ onsite	2	0.99859098	3.25097752e-02	-0.4670531402	-0.5320726906	6.501955e-02	1.392123e-01	17.425031	25.799922
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi64	9.4948733729e-01	ZZ onsite	2	0.99993654	7.01433531e-03	-0.4670531402	-0.4810818108	1.402867e-02	3.003656e-02	25.235298	25.799922
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi128	9.8598260730e-01	ZZ onsite	2	0.99998964	2.84177181e-03	-0.4670531402	-0.4727366838	5.683544e-03	1.216894e-02	25.705520	25.799922
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi256	9.9749501491e-01	ZZ onsite	2	0.99999976	4.28895736e-04	-0.4670531402	-0.4679109317	8.577915e-04	1.836604e-03	25.797764	25.799922
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	UHF	2.2166263282e-01	ZZ onsite	2	0.76611176	3.40184759e-01	-0.4670531402	-0.4541972261	-1.285591e-02	2.752559e-02	25.324086	25.799922
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi2	2.3502412330e-02	ZZ up-up nb	2	0.97959338	1.41386667e-01	-0.2827733342	0.0000000000	-2.827733e-01	1.000000e+00	1.000000	8.725348
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi4	1.5303038590e-01	ZZ up-up nb	2	0.98713921	1.11711911e-01	-0.2827733342	-0.0593495112	-2.234238e-01	7.901163e-01	1.498477	8.725348
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi8	2.4610602803e-01	ZZ up-up nb	2	0.99795957	4.38602707e-02	-0.2827733342	-0.1950527928	-8.772054e-02	3.102150e-01	5.004684	8.725348
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi16	5.8131303598e-01	ZZ up-up nb	2	0.99823618	4.07470037e-02	-0.2827733342	-0.2012793268	-8.149401e-02	2.881955e-01	5.315014	8.725348
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi32	8.1139929771e-01	ZZ up-up nb	2	0.99845640	3.80925152e-02	-0.2827733342	-0.2065883039	-7.618503e-02	2.694208e-01	5.590432	8.725348
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi64	9.4948733729e-01	ZZ up-up nb	2	0.99978266	1.42008064e-02	-0.2827733342	-0.2543717214	-2.840161e-02	1.004395e-01	8.094510	8.725348
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi128	9.8598260730e-01	ZZ up-up nb	2	0.99999066	2.93451027e-03	-0.2827733342	-0.2769043137	-5.869021e-03	2.075521e-02	8.696407	8.725348
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi256	9.9749501491e-01	ZZ up-up nb	2	0.99999963	5.81284807e-04	-0.2827733342	-0.2816107646	-1.162570e-03	4.111313e-03	8.724208	8.725348
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	UHF	2.2166263282e-01	ZZ up-up nb	2	0.77378266	4.39892783e-01	-0.2827733342	-0.6197711296	3.369978e-01	1.191759e+00	0.728798	8.725348
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi2	2.3502412330e-02	SzSz nb	4	0.54353705	4.78259895e-01	-0.0590377117	-0.0000000000	-5.903771e-02	1.000000e+00	1.000000	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi4	1.5303038590e-01	SzSz nb	4	0.82737188	3.44634666e-01	-0.0590377117	-0.0148373778	-4.420033e-02	7.486797e-01	1.127189	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi8	2.4610602803e-01	SzSz nb	4	0.95693234	1.48843263e-01	-0.0590377117	-0.0483759159	-1.066180e-02	1.805930e-01	1.330457	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi16	5.8131303598e-01	SzSz nb	4	0.97691722	8.23719498e-02	-0.0590377117	-0.0493010695	-9.736642e-03	1.649224e-01	1.332922	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi32	8.1139929771e-01	SzSz nb	4	0.98930239	6.05332593e-02	-0.0590377117	-0.0479994209	-1.103829e-02	1.869702e-01	1.329392	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi64	9.4948733729e-01	SzSz nb	4	0.99885368	2.38286085e-02	-0.0590377117	-0.0537829502	-5.254762e-03	8.900686e-02	1.341774	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi128	9.8598260730e-01	SzSz nb	4	0.99993782	6.60920699e-03	-0.0590377117	-0.0577526553	-1.285056e-03	2.176670e-02	1.345226	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi256	9.9749501491e-01	SzSz nb	4	0.99999815	1.17223659e-03	-0.0590377117	-0.0588002195	-2.374922e-04	4.022721e-03	1.345439	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	UHF	2.2166263282e-01	SzSz nb	4	0.61405427	5.24565800e-01	-0.0590377117	-0.1400278567	8.099015e-02	1.371837e+00	0.815368	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi2	2.3502412330e-02	SxSx nb	4	0.54353705	4.78259895e-01	-0.0590377117	0.0000000000	-5.903771e-02	1.000000e+00	1.000000	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi4	1.5303038590e-01	SxSx nb	4	0.82737188	3.44634666e-01	-0.0590377117	-0.0148373778	-4.420033e-02	7.486797e-01	1.127189	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi8	2.4610602803e-01	SxSx nb	4	0.95693234	1.48843263e-01	-0.0590377117	-0.0483759159	-1.066180e-02	1.805930e-01	1.330457	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi16	5.8131303598e-01	SxSx nb	4	0.97691722	8.23719498e-02	-0.0590377117	-0.0493010695	-9.736642e-03	1.649224e-01	1.332922	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi32	8.1139929771e-01	SxSx nb	4	0.98930239	6.05332593e-02	-0.0590377117	-0.0479994209	-1.103829e-02	1.869702e-01	1.329392	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi64	9.4948733729e-01	SxSx nb	4	0.99885368	2.38286085e-02	-0.0590377117	-0.0537829502	-5.254762e-03	8.900686e-02	1.341774	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi128	9.8598260730e-01	SxSx nb	4	0.99993782	6.60920699e-03	-0.0590377117	-0.0577526553	-1.285056e-03	2.176670e-02	1.345226	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi256	9.9749501491e-01	SxSx nb	4	0.99999815	1.17223659e-03	-0.0590377117	-0.0588002195	-2.374922e-04	4.022721e-03	1.345439	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	UHF	2.2166263282e-01	SxSx nb	4	0.61405427	5.24565800e-01	-0.0590377117	-0.0149149257	-4.412279e-02	7.473661e-01	1.127830	1.345446
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi2	2.3502412330e-02	DoubleOcc	2	0.73352657	2.66473430e-01	0.1332367150	0.0000000000	1.332367e-01	1.000000e+00	1.000000	2.606476
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi4	1.5303038590e-01	DoubleOcc	2	0.91223829	2.09201548e-01	0.1332367150	0.0286359408	1.046008e-01	7.850747e-01	1.309695	2.606476
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi8	2.4610602803e-01	DoubleOcc	2	0.97962034	1.15418944e-01	0.1332367150	0.0755272431	5.770947e-02	4.331349e-01	2.002849	2.606476
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi16	5.8131303598e-01	DoubleOcc	2	0.99316598	6.96555281e-02	0.1332367150	0.0984089509	3.482776e-02	2.613976e-01	2.348666	2.606476
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi32	8.1139929771e-01	DoubleOcc	2	0.99859098	3.25097752e-02	0.1332367150	0.1169818273	1.625489e-02	1.220001e-01	2.545608	2.606476
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi64	9.4948733729e-01	DoubleOcc	2	0.99993654	7.01433531e-03	0.1332367150	0.1297295473	3.507168e-03	2.632283e-02	2.603578	2.606476
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi128	9.8598260730e-01	DoubleOcc	2	0.99998964	2.84177181e-03	0.1332367150	0.1318158291	1.420886e-03	1.066437e-02	2.606000	2.606476
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi256	9.9749501491e-01	DoubleOcc	2	0.99999976	4.28895736e-04	0.1332367150	0.1330222671	2.144479e-04	1.609525e-03	2.606465	2.606476
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	UHF	2.2166263282e-01	DoubleOcc	2	0.76611176	3.40184759e-01	0.1332367150	0.1364506935	-3.213979e-03	2.412232e-02	2.604042	2.606476
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi2	2.3502412330e-02	n	2	0.73352657	2.66473430e-01	1.0000000000	1.0000000000	8.881784e-16	8.881784e-16	-66719994479566496.000000	-66719994479562992.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi4	1.5303038590e-01	n	2	0.91223829	2.09201548e-01	1.0000000000	1.0000000000	1.887379e-15	1.887379e-15	-66719994479578848.000000	-66719994479562992.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi8	2.4610602803e-01	n	2	0.97962034	1.15418944e-01	1.0000000000	1.0000000000	-8.881784e-16	8.881784e-16	-66719994479566496.000000	-66719994479562992.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi16	5.8131303598e-01	n	2	0.99316598	6.96555281e-02	1.0000000000	1.0000000000	1.221245e-15	1.221245e-15	-66719994479569624.000000	-66719994479562992.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi32	8.1139929771e-01	n	2	0.99859098	3.25097752e-02	1.0000000000	1.0000000000	-1.110223e-15	1.110223e-15	-66719994479568472.000000	-66719994479562992.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi64	9.4948733729e-01	n	2	0.99993654	7.01433531e-03	1.0000000000	1.0000000000	-4.440892e-16	4.440892e-16	-66719994479563864.000000	-66719994479562992.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi128	9.8598260730e-01	n	2	0.99998964	2.84177181e-03	1.0000000000	1.0000000000	-4.440892e-16	4.440892e-16	-66719994479563864.000000	-66719994479562992.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi256	9.9749501491e-01	n	2	0.99999976	4.28895736e-04	1.0000000000	1.0000000000	1.554312e-15	1.554312e-15	-66719994479573744.000000	-66719994479562992.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	UHF	2.2166263282e-01	n	2	0.76611176	3.40184759e-01	1.0000000000	1.0000000000	-6.661338e-16	6.661338e-16	-66719994479564960.000000	-66719994479562992.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi2	2.3502412330e-02	Sz	2	0.73352657	2.66473430e-01	-0.0000000000	-0.0000000000	1.448439e-14	NaN	1.000000	1.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi4	1.5303038590e-01	Sz	2	0.91223829	2.09201548e-01	-0.0000000000	-0.0000000000	2.672779e-15	NaN	1.000000	1.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi8	2.4610602803e-01	Sz	2	0.97962034	1.15418944e-01	-0.0000000000	-0.0000000000	1.533159e-14	NaN	1.000000	1.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi16	5.8131303598e-01	Sz	2	0.99316598	6.96555281e-02	-0.0000000000	-0.0000000000	1.348685e-15	NaN	1.000000	1.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi32	8.1139929771e-01	Sz	2	0.99859098	3.25097752e-02	-0.0000000000	-0.0000000000	8.824795e-16	NaN	1.000000	1.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi64	9.4948733729e-01	Sz	2	0.99993654	7.01433531e-03	-0.0000000000	-0.0000000000	3.775900e-16	NaN	1.000000	1.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi128	9.8598260730e-01	Sz	2	0.99998964	2.84177181e-03	-0.0000000000	-0.0000000000	4.994012e-16	NaN	1.000000	1.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	chi256	9.9749501491e-01	Sz	2	0.99999976	4.28895736e-04	-0.0000000000	-0.0000000000	2.026713e-16	NaN	1.000000	1.000000
2D	4	3	12	cylinder	true	4.0	-9.2052758621	1.705e-13	UHF	2.2166263282e-01	Sz	2	0.76611176	3.40184759e-01	-0.0000000000	-0.3369707800	3.369708e-01	NaN	0.090145	1.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi2	2.2564811658e-01	ZZ onsite	2	0.92616593	7.38340678e-02	-0.8523318643	-1.0000000000	1.476681e-01	1.732519e-01	29.318974	237.080077
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi4	6.0675488126e-01	ZZ onsite	2	0.92616593	7.38340678e-02	-0.8523318643	-1.0000000000	1.476681e-01	1.732519e-01	29.318974	237.080077
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi8	8.3583796459e-01	ZZ onsite	2	0.99991567	4.73066764e-03	-0.8523318643	-0.8617931996	9.461335e-03	1.110053e-02	230.378325	237.080077
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi16	9.3468373497e-01	ZZ onsite	2	0.99959711	1.01522129e-02	-0.8523318643	-0.8726362901	2.030443e-02	2.382221e-02	209.069958	237.080077
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi32	9.9381716584e-01	ZZ onsite	2	0.99999755	8.17003032e-04	-0.8523318643	-0.8539658704	1.634006e-03	1.917101e-03	236.874550	237.080077
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi64	9.9956863109e-01	ZZ onsite	2	0.99999983	2.17907560e-04	-0.8523318643	-0.8527676795	4.358151e-04	5.113209e-04	237.065444	237.080077
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi128	9.9997526686e-01	ZZ onsite	2	1.00000000	6.62724448e-06	-0.8523318643	-0.8523451188	1.325449e-05	1.555085e-05	237.080063	237.080077
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi256	9.9999957186e-01	ZZ onsite	2	1.00000000	1.91938326e-07	-0.8523318643	-0.8523322482	3.838767e-07	4.503840e-07	237.080077	237.080077
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	UHF	9.9810932254e-02	ZZ onsite	2	0.55774695	4.76397294e-01	-0.8523318643	-0.8808494449	2.851758e-02	3.345831e-02	187.521546	237.080077
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi2	2.2564811658e-01	ZZ up-up nb	2	0.90951068	2.86881519e-01	-0.5737630379	0.0000000000	-5.737630e-01	1.000000e+00	1.000000	44.623666
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi4	6.0675488126e-01	ZZ up-up nb	2	0.99964822	1.51568533e-02	-0.5737630379	-0.6040767444	3.031371e-02	5.283315e-02	39.779745	44.623666
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi8	8.3583796459e-01	ZZ up-up nb	2	0.99995146	5.67830743e-03	-0.5737630379	-0.5851196527	1.135661e-02	1.979321e-02	43.873840	44.623666
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi16	9.3468373497e-01	ZZ up-up nb	2	0.99997306	4.23567445e-03	-0.5737630379	-0.5822343868	8.471349e-03	1.476454e-02	44.203311	44.623666
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi32	9.9381716584e-01	ZZ up-up nb	2	0.99999744	1.31202116e-03	-0.5737630379	-0.5711389955	-2.624042e-03	4.573390e-03	44.582988	44.623666
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi64	9.9956863109e-01	ZZ up-up nb	2	0.99999994	1.93232740e-04	-0.5737630379	-0.5733765724	-3.864655e-04	6.735629e-04	44.622783	44.623666
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi128	9.9997526686e-01	ZZ up-up nb	2	1.00000000	1.24309265e-05	-0.5737630379	-0.5737381760	-2.486185e-05	4.333122e-05	44.623663	44.623666
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi256	9.9999957186e-01	ZZ up-up nb	2	1.00000000	1.23535259e-06	-0.5737630379	-0.5737605672	-2.470705e-06	4.306142e-06	44.623666	44.623666
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	UHF	9.9810932254e-02	ZZ up-up nb	2	0.52659610	5.74272132e-01	-0.5737630379	-0.9395097293	3.657467e-01	6.374525e-01	2.382942	44.623666
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi2	2.2564811658e-01	SzSz nb	4	0.70481675	5.07367291e-01	-0.1346802837	-0.0000000000	-1.346803e-01	1.000000e+00	1.000000	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi4	6.0675488126e-01	SzSz nb	4	0.88893912	2.13474948e-01	-0.1346802837	-0.1510191861	1.633890e-02	1.213162e-01	2.750714	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi8	8.3583796459e-01	SzSz nb	4	0.99944629	1.13973538e-02	-0.1346802837	-0.1372628274	2.582544e-03	1.917537e-02	2.822686	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi16	9.3468373497e-01	SzSz nb	4	0.99790538	2.08645310e-02	-0.1346802837	-0.1371571714	2.476888e-03	1.839087e-02	2.822838	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi32	9.9381716584e-01	SzSz nb	4	0.99995377	3.39868110e-03	-0.1346802837	-0.1341345895	-5.456942e-04	4.051775e-03	2.824495	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi64	9.9956863109e-01	SzSz nb	4	0.99998479	1.19002162e-03	-0.1346802837	-0.1346582001	-2.208356e-05	1.639702e-04	2.824580	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi128	9.9997526686e-01	SzSz nb	4	0.99999994	5.45532971e-05	-0.1346802837	-0.1346793626	-9.210345e-07	6.838673e-06	2.824580	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi256	9.9999957186e-01	SzSz nb	4	1.00000000	8.13442666e-06	-0.1346802837	-0.1346798357	-4.479744e-07	3.326206e-06	2.824580	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	UHF	9.9810932254e-02	SzSz nb	4	0.44746999	6.52559852e-01	-0.1346802837	-0.2275448968	9.286461e-02	6.895190e-01	1.512515	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi2	2.2564811658e-01	SxSx nb	4	0.70481675	5.07367291e-01	-0.1346802837	0.0000000000	-1.346803e-01	1.000000e+00	1.000000	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi4	6.0675488126e-01	SxSx nb	4	0.88893912	2.13474948e-01	-0.1346802837	-0.1510191861	1.633890e-02	1.213162e-01	2.750714	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi8	8.3583796459e-01	SxSx nb	4	0.99944629	1.13973538e-02	-0.1346802837	-0.1372628274	2.582544e-03	1.917537e-02	2.822686	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi16	9.3468373497e-01	SxSx nb	4	0.99790538	2.08645310e-02	-0.1346802837	-0.1371571714	2.476888e-03	1.839087e-02	2.822838	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi32	9.9381716584e-01	SxSx nb	4	0.99995377	3.39868110e-03	-0.1346802837	-0.1341345895	-5.456942e-04	4.051775e-03	2.824495	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi64	9.9956863109e-01	SxSx nb	4	0.99998479	1.19002162e-03	-0.1346802837	-0.1346582001	-2.208356e-05	1.639702e-04	2.824580	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi128	9.9997526686e-01	SxSx nb	4	0.99999994	5.45532971e-05	-0.1346802837	-0.1346793626	-9.210345e-07	6.838673e-06	2.824580	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi256	9.9999957186e-01	SxSx nb	4	1.00000000	8.13442666e-06	-0.1346802837	-0.1346798357	-4.479744e-07	3.326206e-06	2.824580	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	UHF	9.9810932254e-02	SxSx nb	4	0.44746999	6.52559852e-01	-0.1346802837	-0.0073325355	-1.273477e-01	9.455560e-01	1.073449	2.824580
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi2	2.2564811658e-01	DoubleOcc	2	0.92616593	7.38340678e-02	0.0369170339	0.0000000000	3.691703e-02	1.000000e+00	1.000000	1.121309
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi4	6.0675488126e-01	DoubleOcc	2	0.92616593	7.38340678e-02	0.0369170339	0.0000000000	3.691703e-02	1.000000e+00	1.000000	1.121309
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi8	8.3583796459e-01	DoubleOcc	2	0.99991567	4.73066764e-03	0.0369170339	0.0345517001	2.365334e-03	6.407161e-02	1.120751	1.121309
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi16	9.3468373497e-01	DoubleOcc	2	0.99959711	1.01522129e-02	0.0369170339	0.0318409275	5.076106e-03	1.375004e-01	1.118743	1.121309
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi32	9.9381716584e-01	DoubleOcc	2	0.99999755	8.17003032e-04	0.0369170339	0.0365085324	4.085015e-04	1.106539e-02	1.121292	1.121309
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi64	9.9956863109e-01	DoubleOcc	2	0.99999983	2.17907560e-04	0.0369170339	0.0368080801	1.089538e-04	2.951315e-03	1.121308	1.121309
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi128	9.9997526686e-01	DoubleOcc	2	1.00000000	6.62724448e-06	0.0369170339	0.0369137203	3.313622e-06	8.975863e-05	1.121309	1.121309
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi256	9.9999957186e-01	DoubleOcc	2	1.00000000	1.91938326e-07	0.0369170339	0.0369169379	9.596916e-08	2.599590e-06	1.121309	1.121309
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	UHF	9.9810932254e-02	DoubleOcc	2	0.55774695	4.76397294e-01	0.0369170339	0.0297876388	7.129395e-03	1.931194e-01	1.116259	1.121309
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi2	2.2564811658e-01	n	2	0.92616593	7.38340678e-02	1.0000000000	1.0000000000	-6.661338e-16	6.661338e-16	200159983438670848.000000	200159983438688640.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi4	6.0675488126e-01	n	2	0.92616593	7.38340678e-02	1.0000000000	1.0000000000	6.661338e-16	6.661338e-16	200159983438670848.000000	200159983438688640.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi8	8.3583796459e-01	n	2	0.99991567	4.73066764e-03	1.0000000000	1.0000000000	-1.998401e-15	1.998401e-15	200159983438528640.000000	200159983438688640.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi16	9.3468373497e-01	n	2	0.99959711	1.01522129e-02	1.0000000000	1.0000000000	-1.110223e-15	1.110223e-15	200159983438639232.000000	200159983438688640.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi32	9.9381716584e-01	n	2	0.99999755	8.17003032e-04	1.0000000000	1.0000000000	-2.886580e-15	2.886580e-15	200159983438354816.000000	200159983438688640.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi64	9.9956863109e-01	n	2	0.99999983	2.17907560e-04	1.0000000000	1.0000000000	-1.332268e-15	1.332268e-15	200159983438617504.000000	200159983438688640.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi128	9.9997526686e-01	n	2	1.00000000	6.62724448e-06	1.0000000000	1.0000000000	-8.881784e-16	8.881784e-16	200159983438657024.000000	200159983438688640.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi256	9.9999957186e-01	n	2	1.00000000	1.91938326e-07	1.0000000000	1.0000000000	-8.881784e-16	8.881784e-16	200159983438657024.000000	200159983438688640.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	UHF	9.9810932254e-02	n	2	0.55774695	4.76397294e-01	1.0000000000	1.0000000000	6.661338e-16	6.661338e-16	200159983438670848.000000	200159983438688640.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi2	2.2564811658e-01	Sz	2	0.92616593	7.38340678e-02	-0.0000000000	-0.0000000000	-6.777577e-18	NaN	1.000000	1.000000
1D	1	12	12	torus	true	8.0	-3.9625630331	3.020e-14	chi4	6.0675488126e-01	Sz	2	0.92616593	7.38340678e-02	-0.0000000000	-0.0000000000	-4.662170e-17	NaN	1.000000	1.000000
